Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Product Name,Brand,Subcategory,Category,Unit Cost USD,Unit Price USD,Revenue,Cost,Profit
1856013,3,1/30/2020,,880192,32,1540,4,EUR,The Phone Company PDA Wifi 4.7-inch L290 Silver,The Phone Company,Smart phones & PDAs,Cell phones,125.9,380.0,1520.0,503.6,1016.4
1856014,1,1/30/2020,,674468,14,1355,4,EUR,Contoso Private Branch Exchange M88 White,Contoso,Home & Office Phones,Cell phones,15.17,32.99,131.96,60.68,71.28
1856015,1,1/30/2020,,1412767,44,97,2,USD,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,34.36,67.4,134.8,68.72,66.08000000000001
1856016,1,1/30/2020,,282724,8,53,1,CAD,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Recording Pen,Audio,98.07,296.0,296.0,98.07,197.93
1856016,2,1/30/2020,,282724,8,521,1,CAD,WWI LCD20 M220 Black,Wide World Importers,Monitors,Computers,119.11,259.0,259.0,119.11,139.89
1856018,1,1/30/2020,,1387194,62,187,1,USD,SV 22xDVD M600 Silver,Southridge Video,VCD & DVD,TV and Video,43.04,129.9,129.9,43.04,86.86000000000001
1856019,1,1/30/2020,,1255805,61,1454,2,USD,The Phone Company Finger Touch Screen Phones M30 Gold,The Phone Company,Touch Screen Phones,Cell phones,91.51,199.0,398.0,183.02,214.98
1856019,2,1/30/2020,,1255805,61,452,6,USD,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Desktops,Computers,112.14,219.95,1319.6999999999998,672.84,646.8599999999998
1856019,3,1/30/2020,,1255805,61,522,1,USD,WWI LCD20W M250 Black,Wide World Importers,Monitors,Computers,128.3,279.0,279.0,128.3,150.7
1856019,4,1/30/2020,,1255805,61,1420,5,USD,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Touch Screen Phones,Cell phones,91.51,199.0,995.0,457.55,537.45
1856019,5,1/30/2020,,1255805,61,1693,1,USD,SV Hand Games men M30 Black,Southridge Video,Boxed Games,Games and Toys,3.16,6.88,6.88,3.16,3.7199999999999998
1856020,1,1/30/2020,,1516060,64,454,1,USD,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Desktops,Computers,137.6,269.9,269.9,137.6,132.29999999999998
1856021,1,1/30/2020,,1039919,40,1671,1,GBP,MGS Hand Games for 12-16 boys E600 Black,Tailspin Toys,Boxed Games,Games and Toys,2.54,4.99,4.99,2.54,2.45
1856022,1,1/30/2020,1/31/2020,2087433,0,1689,3,USD,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Boxed Games,Games and Toys,2.54,4.98,14.940000000000001,7.62,7.320000000000001
1856023,1,1/30/2020,2/3/2020,1973393,0,97,3,USD,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,34.36,67.4,202.20000000000002,103.08,99.12000000000002
1856023,2,1/30/2020,2/3/2020,1973393,0,110,1,USD,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Bluetooth Headphones,Audio,61.16,132.99,132.99,61.16,71.83000000000001
1856024,1,1/30/2020,,351623,8,1791,1,CAD,MGS Kings & Myths: The Age Collection2009 E147,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1856024,2,1/30/2020,,351623,8,1608,4,CAD,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",56.08,109.99,439.96,224.32,215.64
1856025,1,1/30/2020,,666173,18,1747,2,EUR,MGS Dungeon Siege X300,Tailspin Toys,Download Games,Games and Toys,36.11,109.0,218.0,72.22,145.78
1856026,1,1/30/2020,,1022058,37,1673,9,GBP,MGS Hand Games for kids E300 Red,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,49.5,25.2,24.3
1856027,1,1/30/2020,,1836280,62,1325,3,USD,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Home & Office Phones,Cell phones,18.39,39.99,119.97,55.17,64.8
1856027,2,1/30/2020,,1836280,62,445,1,USD,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Desktops,Computers,257.06,559.0,559.0,257.06,301.94
1856027,3,1/30/2020,,1836280,62,1781,1,USD,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1856028,1,1/30/2020,,967557,40,1469,1,GBP,Contoso Touch Screen Phones  - LCD M12 Black,Contoso,Touch Screen Phones,Cell phones,91.97,200.0,200.0,91.97,108.03
1856028,2,1/30/2020,,967557,40,1105,1,GBP,"Contoso SLR Camera 35"" X358 Orange",Contoso,Digital SLR Cameras,Cameras and camcorders,188.19,568.0,568.0,188.19,379.81
1856029,1,1/30/2020,,768280,29,1705,3,EUR,SV Hand Games men M30 Silver,Southridge Video,Boxed Games,Games and Toys,3.16,6.88,20.64,9.48,11.16
1856029,2,1/30/2020,,768280,29,67,2,EUR,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Bluetooth Headphones,Audio,13.1,25.69,51.38,26.2,25.180000000000003
1856030,1,1/30/2020,,1414525,62,861,1,USD,Contoso Wireless Notebook Optical Mouse M35 Silver,Contoso,Computers Accessories,Computers,13.77,29.95,29.95,13.77,16.18
1856031,1,1/30/2020,,1765915,66,1466,3,USD,Contoso Pen Touch Screen Phones M320 Black,Contoso,Touch Screen Phones,Cell phones,133.36,290.0,870.0,400.08000000000004,469.91999999999996
1856031,2,1/30/2020,,1765915,66,1722,3,USD,MGS Zoo Tycoon 2: End range Species Expansion Pack E105,Tailspin Toys,Download Games,Games and Toys,28.55,56.0,168.0,85.65,82.35
1856031,3,1/30/2020,,1765915,66,1809,8,USD,MGS Bicycle Board Games2009 E165,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,256.0,130.48,125.52000000000001
1856032,1,1/30/2020,,1947876,55,444,4,USD,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Desktops,Computers,304.48,919.0,3676.0,1217.92,2458.08
1856032,2,1/30/2020,,1947876,55,20,3,USD,Contoso 8GB MP3 Player new model M820 Black,Contoso,MP4&MP3,Audio,61.62,134.0,402.0,184.85999999999999,217.14000000000001
1856035,1,1/30/2020,,1586587,53,1762,1,USD,MGS Age of Empires II: The Conquerors Expansion E125,Tailspin Toys,Download Games,Games and Toys,16.0,31.39,31.39,16.0,15.39
1856035,2,1/30/2020,,1586587,53,1439,2,USD,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Touch Screen Phones,Cell phones,138.42,301.0,602.0,276.84,325.16
1856036,1,1/30/2020,,80598,5,426,2,AUD,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Desktops,Computers,254.86,499.9,999.8,509.72,490.0799999999999
1856037,1,1/30/2020,2/3/2020,499646,0,2136,10,EUR,Contoso Coffee Maker 12C M1000 Grey,Contoso,Coffee Machines,Home Appliances,204.64,445.0,4450.0,2046.3999999999999,2403.6000000000004
1856037,2,1/30/2020,2/3/2020,499646,0,1619,1,EUR,Contoso DVD Player M130 Grey,Contoso,Movie DVD,"Music, Movies and Audio Books",27.59,59.99,59.99,27.59,32.400000000000006
1856037,3,1/30/2020,2/3/2020,499646,0,438,3,EUR,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Desktops,Computers,304.48,919.0,2757.0,913.44,1843.56
1856037,4,1/30/2020,2/3/2020,499646,0,639,5,EUR,WWI Screen 125in M1611 Silver,Wide World Importers,Projectors & Screens,Computers,152.08,459.0,2295.0,760.4000000000001,1534.6
1857000,1,1/31/2020,,363462,9,1594,1,CAD,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,9.99,5.09,4.9
1857000,2,1/31/2020,,363462,9,143,1,CAD,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,Televisions,TV and Video,152.94,299.99,299.99,152.94,147.05
1857000,3,1/31/2020,,363462,9,1773,6,CAD,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,258.0,131.52,126.47999999999999
1857000,4,1/31/2020,,363462,9,470,3,CAD,Proseware LCD17W E202 Black,Proseware,Monitors,Computers,65.77,129.0,387.0,197.31,189.69
1857000,5,1/31/2020,,363462,9,1370,5,CAD,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,Home & Office Phones,Cell phones,21.82,47.44,237.2,109.1,128.1
1857000,6,1/31/2020,,363462,9,2492,1,CAD,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,24.99,12.74,12.249999999999998
1857000,7,1/31/2020,,363462,9,1692,3,CAD,SV Hand Games for students E40 Black,Southridge Video,Boxed Games,Games and Toys,3.56,6.99,20.97,10.68,10.29
1857001,1,1/31/2020,,1684287,57,61,1,USD,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Recording Pen,Audio,83.24,181.0,181.0,83.24,97.76
1857002,1,1/31/2020,2/5/2020,1753601,0,1044,6,USD,A. Datum SLR Camera X135 Black,A. Datum,Digital SLR Cameras,Cameras and camcorders,207.74,627.0,3762.0,1246.44,2515.56
1857002,2,1/31/2020,2/5/2020,1753601,0,444,1,USD,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Desktops,Computers,304.48,919.0,919.0,304.48,614.52
1857002,3,1/31/2020,2/5/2020,1753601,0,2491,2,USD,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,49.98,25.48,24.499999999999996
1857003,1,1/31/2020,,1427132,62,1552,4,USD,The Phone Company PDA Palm 4.7 inch L850 Silver,The Phone Company,Smart phones & PDAs,Cell phones,131.87,398.0,1592.0,527.48,1064.52
1857003,2,1/31/2020,,1427132,62,418,3,USD,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Desktops,Computers,137.63,269.95,809.8499999999999,412.89,396.9599999999999
1857003,3,1/31/2020,,1427132,62,1478,3,USD,The Phone Company Smart phones Expert M400 Black,The Phone Company,Smart phones & PDAs,Cell phones,137.96,300.0,900.0,413.88,486.12
1857004,1,1/31/2020,,2091158,54,1618,2,USD,Contoso DVD Player M120 White,Contoso,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,117.98,54.26,63.720000000000006
1857004,2,1/31/2020,,2091158,54,1685,1,USD,SV Hand Games for kids E30 Yellow,Southridge Video,Boxed Games,Games and Toys,2.75,5.39,5.39,2.75,2.6399999999999997
1857004,3,1/31/2020,,2091158,54,456,6,USD,WWI Desktop PC2.30 M2300 White,Wide World Importers,Desktops,Computers,257.06,559.0,3354.0,1542.3600000000001,1811.6399999999999
1857005,1,1/31/2020,,524021,21,1575,2,EUR,SV DVD Player M140 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",28.05,60.99,121.98,56.1,65.88
1857005,2,1/31/2020,,524021,21,1364,5,EUR,Contoso Phone System Accessory Handset with Charger M308 White,Contoso,Home & Office Phones,Cell phones,12.41,26.99,134.95,62.05,72.89999999999999
1857007,1,1/31/2020,,503562,23,1283,2,EUR,Contoso Mini Battery Charger Kit E320 White,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,12.74,24.99,49.98,25.48,24.499999999999996
1857007,2,1/31/2020,,503562,23,1587,4,EUR,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,71.96,33.08,38.879999999999995
1857007,3,1/31/2020,,503562,23,441,3,EUR,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Desktops,Computers,117.21,229.9,689.7,351.63,338.07000000000005
1857007,4,1/31/2020,,503562,23,33,2,EUR,Contoso 32GB Video MP3 Player M3200 Black,Contoso,MP4&MP3,Audio,84.49,255.0,510.0,168.98,341.02
1857008,1,1/31/2020,2/8/2020,1328273,0,2097,7,USD,Contoso Water Heater 4.0GPM M1250 Green,Contoso,Water Heaters,Home Appliances,363.75,791.0,5537.0,2546.25,2990.75
1857009,1,1/31/2020,,1964702,48,75,3,USD,NT Bluetooth Active Headphones E202 White,Northwind Traders,Bluetooth Headphones,Audio,17.45,37.95,113.85000000000001,52.349999999999994,61.500000000000014
1857009,2,1/31/2020,,1964702,48,1677,3,USD,MGS Hand Games for 12-16 boys E600 Red,Tailspin Toys,Boxed Games,Games and Toys,2.54,4.99,14.97,7.62,7.3500000000000005
1857010,1,1/31/2020,,1784986,44,1788,1,USD,MGS Age of Mythology: Gold Edition 2009 E144,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1857010,2,1/31/2020,,1784986,44,68,1,USD,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Bluetooth Headphones,Audio,13.1,25.69,25.69,13.1,12.590000000000002
1857010,3,1/31/2020,,1784986,44,724,1,USD,Proseware Office Jet All-in-One Printer M500 White,Proseware,"Printers, Scanners & Fax",Computers,74.96,163.0,163.0,74.96,88.04
1857010,4,1/31/2020,,1784986,44,1648,2,USD,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",56.08,109.99,219.98,112.16,107.82
1857010,5,1/31/2020,,1784986,44,55,1,USD,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Recording Pen,Audio,98.07,296.0,296.0,98.07,197.93
1857011,1,1/31/2020,2/3/2020,370810,0,1209,2,CAD,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,Fabrikam,Camcorders,Cameras and camcorders,404.68,880.0,1760.0,809.36,950.64
1857011,2,1/31/2020,2/3/2020,370810,0,1445,4,CAD,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,Touch Screen Phones,Cell phones,123.24,268.0,1072.0,492.96,579.04
1857011,3,1/31/2020,2/3/2020,370810,0,2505,4,CAD,Contoso Touch Stylus Pen E150 Red,Contoso,Cell phones Accessories,Cell phones,5.09,9.99,39.96,20.36,19.6
1857012,1,1/31/2020,,1587863,56,425,9,USD,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Desktops,Computers,188.13,369.0,3321.0,1693.17,1627.83
1857013,1,1/31/2020,,1364538,59,1902,3,USD,Fabrikam Refrigerator 1.7CuFt E1200 White,Fabrikam,Refrigerators,Home Appliances,66.27,129.99,389.97,198.81,191.16000000000003
1857014,1,1/31/2020,,1495716,50,1618,6,USD,Contoso DVD Player M120 White,Contoso,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,353.94,162.78,191.16
1857014,2,1/31/2020,,1495716,50,838,1,USD,Contoso USB Optical Mouse E200 Gold,Contoso,Computers Accessories,Computers,7.9,15.5,15.5,7.9,7.6
1857014,3,1/31/2020,,1495716,50,1578,2,USD,SV DVD Recorder L210 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,438.0,145.12,292.88
1857014,4,1/31/2020,,1495716,50,1682,1,USD,MGS Hand Games women M400 Silver,Tailspin Toys,Boxed Games,Games and Toys,4.13,8.99,8.99,4.13,4.86
1857014,5,1/31/2020,,1495716,50,1640,2,USD,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",7.58,22.89,45.78,15.16,30.62
1857014,6,1/31/2020,,1495716,50,448,2,USD,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,137.6,269.9,539.8,275.2,264.59999999999997
1857014,7,1/31/2020,,1495716,50,1823,2,USD,MGS Flight Simulator 2009 E179,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,64.0,32.62,31.380000000000003
1857015,1,1/31/2020,,540791,19,381,2,EUR,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Computers,321.44,699.0,1398.0,642.88,755.12
1857017,1,1/31/2020,,1575801,59,433,3,USD,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,Desktops,Computers,321.05,969.0,2907.0,963.1500000000001,1943.85
1857017,2,1/31/2020,,1575801,59,324,1,USD,SV Car Video LCD7W M7080 Brown,Southridge Video,Car Video,TV and Video,229.93,500.0,500.0,229.93,270.07
1857017,3,1/31/2020,,1575801,59,110,1,USD,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Bluetooth Headphones,Audio,61.16,132.99,132.99,61.16,71.83000000000001
1857017,4,1/31/2020,,1575801,59,437,3,USD,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,254.86,499.9,1499.6999999999998,764.58,735.1199999999998
1857018,1,1/31/2020,,203191,10,1479,4,CAD,The Phone Company Smart phones Unlocked International M800 Black,The Phone Company,Smart phones & PDAs,Cell phones,142.56,310.0,1240.0,570.24,669.76
1857019,1,1/31/2020,2/3/2020,1438329,0,565,7,USD,Proseware Projector 720p LCD56 Silver,Proseware,Projectors & Screens,Computers,321.44,699.0,4893.0,2250.08,2642.92
1857020,1,1/31/2020,,1746364,49,2017,7,USD,Fabrikam Microwave 0.9CuFt E0900 Blue,Fabrikam,Microwaves,Home Appliances,50.98,99.99,699.93,356.85999999999996,343.07
1857020,2,1/31/2020,,1746364,49,402,1,USD,WWI Laptop19W X0196 Blue,Wide World Importers,Laptops,Computers,430.38,1299.0,1299.0,430.38,868.62
1857021,1,1/31/2020,,1565847,48,1994,2,USD,Fabrikam Microwave 0.8CuFt E0800 Silver,Fabrikam,Microwaves,Home Appliances,48.43,94.99,189.98,96.86,93.11999999999999
1857021,2,1/31/2020,,1565847,48,2010,3,USD,Fabrikam Microwave 1.0CuFt E1100 Black,Fabrikam,Microwaves,Home Appliances,71.37,139.99,419.97,214.11,205.86
1857021,3,1/31/2020,,1565847,48,455,7,USD,WWI Desktop PC2.33 X2330 White,Wide World Importers,Desktops,Computers,304.48,919.0,6433.0,2131.36,4301.639999999999
1857021,4,1/31/2020,,1565847,48,446,3,USD,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,112.14,219.95,659.8499999999999,336.42,323.4299999999999
1857022,1,1/31/2020,,1929193,47,1438,1,USD,The Phone Company Pen Touch Screen Phones M320 Grey,The Phone Company,Touch Screen Phones,Cell phones,133.36,290.0,290.0,133.36,156.64
1857022,2,1/31/2020,,1929193,47,389,4,USD,Adventure Works Laptop16 M1601 Blue,Adventure Works,Laptops,Computers,275.46,599.0,2396.0,1101.84,1294.16
1857023,1,1/31/2020,2/2/2020,1270426,0,113,2,USD,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,Bluetooth Headphones,Audio,82.83,249.99,499.98,165.66,334.32000000000005
1857024,1,1/31/2020,2/4/2020,503789,0,1643,5,EUR,Contoso DVD External DVD Burner M200 Grey,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,289.40000000000003,133.1,156.30000000000004
1857025,1,1/31/2020,,2015173,64,1425,3,USD,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Touch Screen Phones,Cell phones,175.27,529.0,1587.0,525.8100000000001,1061.19
1857025,2,1/31/2020,,2015173,64,1741,3,USD,MGS MechWarrior 4: Mercenaries E117,Tailspin Toys,Download Games,Games and Toys,14.28,28.0,84.0,42.839999999999996,41.160000000000004
1857025,3,1/31/2020,,2015173,64,1775,1,USD,MGS Shadow-run 2008 E131,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1857025,4,1/31/2020,,2015173,64,427,1,USD,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Desktops,Computers,215.68,469.0,469.0,215.68,253.32
1857025,5,1/31/2020,,2015173,64,39,5,USD,Contoso 8GB Clock & Radio MP3 Player X850 Green,Contoso,MP4&MP3,Audio,99.14,299.23,1496.15,495.7,1000.45
1857026,1,1/31/2020,,1716647,66,2494,2,USD,Reusable Phone Screen Protector E120,Contoso,Cell phones Accessories,Cell phones,1.5,2.94,5.88,3.0,2.88
1857026,2,1/31/2020,,1716647,66,1227,4,USD,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",Fabrikam,Camcorders,Cameras and camcorders,327.34,988.0,3952.0,1309.36,2642.6400000000003
1857026,3,1/31/2020,,1716647,66,1455,1,USD,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,Touch Screen Phones,Cell phones,133.36,290.0,290.0,133.36,156.64
1858000,1,2/1/2020,2/7/2020,1819146,0,1692,4,USD,SV Hand Games for students E40 Black,Southridge Video,Boxed Games,Games and Toys,3.56,6.99,27.96,14.24,13.72
1858000,2,2/1/2020,2/7/2020,1819146,0,1596,2,USD,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,25.32,11.64,13.68
1858002,1,2/1/2020,,1495557,64,184,3,USD,SV 16xDVD E340 Silver,Southridge Video,VCD & DVD,TV and Video,45.53,99.0,297.0,136.59,160.41
1858002,2,2/1/2020,,1495557,64,1415,5,USD,The Phone Company Touch Screen Phones Infrared M901 Black,The Phone Company,Touch Screen Phones,Cell phones,137.96,300.0,1500.0,689.8000000000001,810.1999999999999
1858002,3,2/1/2020,,1495557,64,1662,6,USD,MGS Hand Games for students E400 Yellow,Tailspin Toys,Boxed Games,Games and Toys,3.56,6.99,41.94,21.36,20.58
1858002,4,2/1/2020,,1495557,64,2085,2,USD,Contoso Water Heater 7.2GPM X1800 White,Contoso,Water Heaters,Home Appliances,488.7,1475.0,2950.0,977.4,1972.6
1858002,5,2/1/2020,,1495557,64,1657,6,USD,Contoso DVD 12-Inch Player Portable M400 White,Contoso,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,1079.94,496.62,583.32
1858003,1,2/1/2020,,2045827,56,1270,3,USD,Contoso Lens Cap Keeper E314 Pink,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,3.54,6.95,20.85,10.620000000000001,10.23
1858003,2,2/1/2020,,2045827,56,1131,8,USD,"Fabrikam SLR Camera 35"" M358 Pink",Fabrikam,Digital SLR Cameras,Cameras and camcorders,150.84,328.0,2624.0,1206.72,1417.28
1858004,1,2/1/2020,2/8/2020,1508721,0,1669,4,USD,MGS Hand Games men M300 Black,Tailspin Toys,Boxed Games,Games and Toys,3.17,6.89,27.56,12.68,14.879999999999999
1858004,2,2/1/2020,2/8/2020,1508721,0,1487,3,USD,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs,Cell phones,122.78,267.0,801.0,368.34000000000003,432.65999999999997
1858005,1,2/1/2020,,2067999,55,417,1,USD,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Desktops,Computers,275.46,599.0,599.0,275.46,323.54
1858006,1,2/1/2020,2/3/2020,396944,0,1969,6,CAD,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Refrigerators,Home Appliances,1060.22,3199.99,19199.94,6361.32,12838.619999999999
1858007,1,2/1/2020,,1524904,45,1697,1,USD,SV Hand Games for kids E30 Red,Southridge Video,Boxed Games,Games and Toys,2.75,5.39,5.39,2.75,2.6399999999999997
1858007,2,2/1/2020,,1524904,45,1670,3,USD,MGS Hand Games women M400 Black,Tailspin Toys,Boxed Games,Games and Toys,4.13,8.99,26.97,12.39,14.579999999999998
1858007,3,2/1/2020,,1524904,45,418,4,USD,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Desktops,Computers,137.63,269.95,1079.8,550.52,529.28
1858007,4,2/1/2020,,1524904,45,215,2,USD,Litware Home Theater System 4.1 Channel M412 Silver,Litware,Home Theater System,TV and Video,261.66,569.0,1138.0,523.32,614.68
1858007,5,2/1/2020,,1524904,45,2509,1,USD,Contoso Original K1m Li-Ion Standard Battery E170 Black,Contoso,Cell phones Accessories,Cell phones,2.07,4.06,4.06,2.07,1.9899999999999998
1858008,1,2/1/2020,,1176216,42,1358,3,GBP,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso,Home & Office Phones,Cell phones,18.39,39.99,119.97,55.17,64.8
1858008,2,2/1/2020,,1176216,42,1612,1,GBP,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,179.99,82.77,97.22000000000001
1858008,3,2/1/2020,,1176216,42,1139,7,GBP,"Fabrikam SLR Camera 35"" M358 Orange",Fabrikam,Digital SLR Cameras,Cameras and camcorders,150.84,328.0,2296.0,1055.88,1240.12
1858009,1,2/1/2020,,302645,10,82,4,CAD,NT Wireless Bluetooth Stereo Headphones E302 Pink,Northwind Traders,Bluetooth Headphones,Audio,18.65,40.55,162.2,74.6,87.6
1858010,1,2/1/2020,,918778,38,1729,7,GBP,MGS Rise of Nations: Thrones and Patriots M320,Tailspin Toys,Download Games,Games and Toys,35.72,77.68,543.76,250.04,293.72
1858010,2,2/1/2020,,918778,38,1733,5,GBP,MGS Halo: Combat Evolved E109,Tailspin Toys,Download Games,Games and Toys,11.62,22.79,113.94999999999999,58.099999999999994,55.849999999999994
1858011,1,2/1/2020,2/3/2020,2079677,0,1465,6,USD,Contoso Finger Touch Screen Phones M30 Black,Contoso,Touch Screen Phones,Cell phones,91.51,199.0,1194.0,549.0600000000001,644.9399999999999
1858011,2,2/1/2020,2/3/2020,2079677,0,1798,6,USD,MGS Impossible Creatures2009 E154,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,258.0,131.52,126.47999999999999
1858012,1,2/1/2020,2/5/2020,230521,0,1468,1,CAD,Contoso Touch Screen Phones - CRT M11 Black,Contoso,Touch Screen Phones,Cell phones,86.91,189.0,189.0,86.91,102.09
1858013,1,2/1/2020,,2036099,56,1143,4,USD,"Fabrikam SLR Camera 35"" M358 Green",Fabrikam,Digital SLR Cameras,Cameras and camcorders,150.84,328.0,1312.0,603.36,708.64
1858013,2,2/1/2020,,2036099,56,1772,3,USD,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,Tailspin Toys,Download Games,Games and Toys,17.33,34.0,102.0,51.989999999999995,50.010000000000005
1858014,1,2/1/2020,,202290,10,2073,1,CAD,Contoso Microwave 1.5CuFt X0110 Red,Contoso,Microwaves,Home Appliances,220.64,665.94,665.94,220.64,445.30000000000007
1858015,1,2/1/2020,,82644,6,1342,2,AUD,Contoso Integrated Business Phone With card L10 Black,Contoso,Home & Office Phones,Cell phones,13.92,42.0,84.0,27.84,56.16
1858016,1,2/1/2020,,693870,12,1402,7,EUR,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Contoso,Home & Office Phones,Cell phones,20.15,43.81,306.67,141.04999999999998,165.62000000000003
1858016,2,2/1/2020,,693870,12,77,2,EUR,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Bluetooth Headphones,Audio,17.45,37.95,75.9,34.9,41.00000000000001
1858016,4,2/1/2020,,693870,12,457,7,EUR,WWI Desktop PC1.60 E1600 White,Wide World Importers,Desktops,Computers,112.14,219.95,1539.6499999999999,784.98,754.6699999999998
1858016,5,2/1/2020,,693870,12,1244,2,EUR,Fabrikam Social Videographer 1/2'' 3mm E300 White,Fabrikam,Camcorders,Cameras and camcorders,90.75,178.0,356.0,181.5,174.5
1858017,1,2/1/2020,,1044742,42,1577,1,GBP,SV DVD Recorder L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,219.0,72.56,146.44
1858018,1,2/1/2020,,915356,42,1536,7,GBP,The Phone Company PDA GPS Phone 3.7 inch M930 Black,The Phone Company,Smart phones & PDAs,Cell phones,137.04,298.0,2086.0,959.28,1126.72
1858018,2,2/1/2020,,915356,42,2507,6,GBP,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,Contoso,Cell phones Accessories,Cell phones,2.42,4.74,28.44,14.52,13.920000000000002
